,Unnamed: 0,id,date,tweet,label,fav
401,413,413,2/22/2016 8:21,b RT Did anyone wear a top to go see the Got my awesome mashup tee from xf0 x9f x92 x80 xf0 x9f x92 xa9 htt xe2 x80 xa6,pos,0
452,464,464,2/22/2016 4:44,b RT Don t act like you re not impressed n n n n htt xe2 x80 xa6,pos,0
539,551,551,2/22/2016 2:05,b RT exe616 Awesome weekend with good food and a dope movie s,pos,0
15,27,27,2/22/2016 23:10,b RT Finally completed Actually enjoyed it more than xe2 x80 xa6,pos,0
244,256,256,2/22/2016 15:14,b RT Great job,pos,0
259,271,271,2/22/2016 14:45,b RT Happy Valentine xe2 x80 x99s Day nSit on this DEADPOOL XD n,pos,0
353,365,365,2/22/2016 11:14,b RT Hayley B Off to see again xxx,pos,0
227,239,239,2/22/2016 15:43,b RT Hi I looked well Amazing hahahah and you are a good actor xf0 x9f x98 x89 xf0 x9f x92 x99 xf0 x9f x92 x99 xf0 x9f x92 x99,pos,0
267,279,279,2/22/2016 14:41,b RT How Deadpool The Movie Executed Digital Marketing to Perfection xe2 x80 xa6,pos,0
223,235,235,2/22/2016 15:49,b RT I live but gotta disagree with the 7 4 for It s gotta be at least,pos,0
319,331,331,2/22/2016 13:14,b RT I ll tell you why you should go see in my entertainment update next on,pos,0
8,20,20,2/22/2016 23:31,b RT I model as from Photo Blue Line Efex,pos,0
355,367,367,2/22/2016 11:02,b RT I only have 12 bullets left so you guys are gonna have to share let s count em down,pos,0
334,346,346,2/22/2016 12:25,b RT ICYMI my review of,pos,0
91,103,103,2/22/2016 19:31,b RT If you haven t seen Deadpool yet then go fucking watch it Seriously it s awesome as hell,pos,0
16,28,28,2/22/2016 23:06,b RT If you haven t yet listen to our Deadpool Review,pos,0
24,36,36,2/22/2016 22:58,b RT in Mind featured the best single shot in a movie since the Matrix amp was a helluva lot funnier,pos,0
321,333,333,2/22/2016 13:12,b RT is just another way 2 break the 4th wall n xe2 x80 xa6,pos,0
31,43,43,2/22/2016 22:30,b RT is just superb must have been a riot writing this script take on,pos,0
407,419,419,2/22/2016 7:53,b RT is shameless and f ucking fantastic Look I m a teenage girl I d rather be anywhere oth xe2 x80 xa6,pos,0
38,50,50,2/22/2016 21:42,b RT is the best of all time n n xe2 x80 xa6 htt xe2 x80 xa6,pos,0
40,52,52,2/22/2016 21:38,b RT It s everything we dreamed and more review is live,pos,0
526,538,538,2/22/2016 2:47,b RT Just watched and loved it Can t wait for sequel,pos,0
373,385,385,2/22/2016 10:01,b RT Just watched nScrew what the critics say it s a movie if you need a laugh,pos,0
430,442,442,2/22/2016 6:51,b RT LLRocha Everyone needs 2 stop what they re doing amp go see Humor xf0 x9f x98 x82 action xe2 x9a x94 amp even xe2 x9d xa4 xef xb8 x8f is the hero we ve xe2 x80 xa6,pos,0
382,394,394,2/22/2016 9:30,b RT looking forward to Movie Mondays with at 3pm today Talking Film Festivals and m xe2 x80 xa6,pos,0
522,534,534,2/22/2016 3:06,b RT man i have a lot of catching up to do here s something for today celebrating the release of,pos,0
569,581,581,2/22/2016 0:30,b RT Marvel actors praising,pos,0
426,438,438,2/22/2016 6:59,b RT movie vers suit,pos,0
83,95,95,2/22/2016 19:49,b RT nHappy Monday,pos,0
250,262,262,2/22/2016 15:02,b RT officially destroys the weekend again and we re another day closer to,pos,0
332,344,344,2/22/2016 12:28,b RT Oh and did I not mention that the was awesome xf0 x9f x91 x8a xf0 x9f x98 xa9,pos,0
271,283,283,2/22/2016 14:28,b RT olivia DEADPOOL n xf0 x9f x92 x80 xf0 x9f x92 xa9L,pos,0
228,240,240,2/22/2016 15:39,b RT OMG It s,pos,0
22,34,34,2/22/2016 23:03,b RT One more thing about I liked and think other mask wearing heroes like should emulate Animation xe2 x80 xa6,pos,0
443,455,455,2/22/2016 5:29,b RT One of the best superhero movie today,pos,0
197,209,209,2/22/2016 16:32,b RT out about amp the plus amp what is it with Chalupadias h xe2 x80 xa6,pos,0
543,555,555,2/22/2016 1:57,b RT page I feel like I m going to hell for laughing at 99 of the jokes in but it was so good I don t even care,pos,0
340,352,352,2/22/2016 12:15,b RT Petition launched to demand a Deadpool statue in Regina xe2 x80 xa6,pos,0
239,251,251,2/22/2016 15:18,b RT Popcorn time film expert David 3 3 45pm,pos,0
118,130,130,2/22/2016 18:55,b RT Rated R works,pos,0
331,343,343,2/22/2016 12:34,b RT RED I ve just seen and its a fuckin n n I could not stop laughing XD https xe2 x80 xa6,pos,0
3,15,15,2/22/2016 23:47,b RT Snow The movie s probably gonna make a lot of money xe2 x80 xa6,pos,0
44,56,56,2/22/2016 21:27,b RT So I ve seen 3 times Its just as funny as it was the first time Definitely one of the best comic movies,pos,0
448,460,460,2/22/2016 4:57,b RT So n n5 out of 5 chimichangas n nNow hit the sappy 70s music n n,pos,0
563,575,575,2/22/2016 0:59,b RT Speaking of the highest grossing double entendre intended movie h xe2 x80 xa6,pos,0
564,576,576,2/22/2016 0:59,b RT Speaking of the highest grossing double entendre intended movie h xe2 x80 xa6,pos,0
172,184,184,2/22/2016 17:06,b RT SpeedArt Dead Pool hope you like n n,pos,0
420,432,432,2/22/2016 7:20,b RT steer if you like the,pos,0
136,148,148,2/22/2016 17:56,b RT Streaming later but first a date with deadpool,pos,0
234,246,246,2/22/2016 15:28,b RT Studios because amp guns,pos,0
183,195,195,2/22/2016 16:52,b RT Takes the Number One Spot for a Second Weekend in a Row xe2 x80 x94,pos,0
137,149,149,2/22/2016 17:53,b RT The dialogue in this movie was just like mine when I played with action figures as a kid,pos,0
30,42,42,2/22/2016 22:36,b RT The different between vs these other movies is that was more difficult to create,pos,0
51,63,63,2/22/2016 21:07,b RT The PG version of,pos,0
529,541,541,2/22/2016 2:37,b RT The was so amazingly awesome It held true to the comics mostly and Ryan Reynolds played DP right xe2 x80 xa6,pos,0
458,470,470,2/22/2016 4:22,b RT There s sixteen kilograms of cocaine hidden somewhere in the house along with the cure for blindness Good luck xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82 xe2 x80 xa6,pos,0
579,591,591,2/22/2016 0:09,b RT This week we talk about the future of R rated movies and retirement from the ring xe2 x80 xa6,pos,0
147,159,159,2/22/2016 17:34,b RT wasn t as bad as but after seeing I would agree with this,pos,0
416,428,428,2/22/2016 7:35,b RT wasn t censored or cut so why enforce rules for concert in for people who aren t even go xe2 x80 xa6,pos,0
257,269,269,2/22/2016 14:51,b RT Watch Can Deadpool s success be copied Panel Talk,pos,0
260,272,272,2/22/2016 14:45,b RT Watch Can Deadpool s success be copied Panel Talk,pos,0
282,294,294,2/22/2016 14:10,b RT Watch Junkie XL Talks Making The Soundtrack,pos,0
280,292,292,2/22/2016 14:11,b RT Watch VFX Reel,pos,0
261,273,273,2/22/2016 14:45,b RT Watching Deadpool xf0 x9f x91 x8d xf0 x9f x98 x8e xf0 x9f x98 x81,pos,0
216,228,228,2/22/2016 16:07,b RT Well I just figured out that few minutes were missing from the and few of the best parts xf0 x9f x98 x81,pos,0
13,25,25,2/22/2016 23:12,b RT what an awesome funny clever twist on a super hero loved the film yesterday must watch guys,pos,0
281,293,293,2/22/2016 14:11,b RT What s my name xf0 x9f x98 x82,pos,0
446,458,458,2/22/2016 5:05,b RT When we say To read comics or books if they are the films,pos,0
62,74,74,2/22/2016 20:31,b RT with the DAB before Deadpool,pos,0
322,334,334,2/22/2016 13:10,b RT Wow It s,pos,0
247,259,259,2/22/2016 15:06,b RT Writers Don t Want A Bigger Budget For The Sequel,pos,0
143,155,155,2/22/2016 17:37,b RT Writers Reveal They Write Even More Cameos For Zombieland,pos,0
173,185,185,2/22/2016 17:05,b RT Writers Reveal They Write Even More Cameos For Zombieland,pos,0
145,157,157,2/22/2016 17:35,b RT Writers Say Zombieland Sequel Still In The Works,pos,0
411,423,423,2/22/2016 7:44,b RT xe3 x80 xb0rlly want to watch DeadPool but cnt xf0 x9f x98 xad xf0 x9f x98 xb3 xf0 x9f x98 x90 xf0 x9f x94 x9e xf0 x9f x98 x85 xf0 x9f x92 x80 xf0 x9f x92 xa9L,pos,0
63,75,75,2/22/2016 20:29,b RT You know what humor reminds me of SpaceBalls and I F in LOVE SpaceBalls,pos,0
82,94,94,2/22/2016 19:49,b Snow spoilers,pos,9
21,33,33,2/22/2016 23:04,b Snow The movie s probably gonna make a lot of money,pos,5
125,137,137,2/22/2016 18:37,b So I ve seen 3 times Its just as funny as it was the first time Definitely one of the best comic movies,pos,1
518,530,530,2/22/2016 3:42,b So n n5 out of 5 chimichangas n nNow hit the sappy 70s music n n,pos,8
292,304,304,2/22/2016 14:05,b Streaming later but first a date with deadpool,pos,1
291,303,303,2/22/2016 14:07,b Takes the Number One Spot for a Second Weekend in a Row xe2 x80 x94,pos,5
29,41,41,2/22/2016 22:44,b The came today This is the stuff we to fans xf0 x9f x98 x9b,pos,6
246,258,258,2/22/2016 15:09,b The dialogue in this movie was just like mine when I played with action figures as a kid,pos,1
50,62,62,2/22/2016 21:07,b The different between vs these other movies is that was more difficult to create,pos,2
462,474,474,2/22/2016 4:20,b There s sixteen kilograms of cocaine hidden somewhere in the house along with the cure for blindness Good luck xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82,pos,3
58,70,70,2/22/2016 20:40,b W how you know that she s here nW because i m constantly stalking her fucks n,pos,0
243,255,255,2/22/2016 15:15,b w stunt doubles AngelDust amp Negasonic,pos,8
17,29,29,2/22/2016 23:05,b was too sick xf0 x9f x98 x82 xf0 x9f x92 xaa xf0 x9f x8f xbb,pos,1
242,254,254,2/22/2016 15:16,b wasn t as bad as but after seeing I would agree with this,pos,0
283,295,295,2/22/2016 14:10,b Watch Can Deadpool s success be copied Panel Talk,pos,1
288,300,300,2/22/2016 14:09,b Watch VFX Reel,pos,6
269,281,281,2/22/2016 14:39,b Watching Deadpool xf0 x9f x91 x8d xf0 x9f x98 x8e xf0 x9f x98 x81,pos,10
217,229,229,2/22/2016 16:07,b Well I just figured out that few minutes were missing from the and few of the best parts xf0 x9f x98 x81,pos,1
447,459,459,2/22/2016 4:58,b When we say To read comics or books if they are the films,pos,1
289,301,301,2/22/2016 14:08,b Writers Don t Want A Bigger Budget For The Sequel,pos,2
174,186,186,2/22/2016 17:05,b Writers Reveal They Write Even More Cameos For Zombieland,pos,7
169,181,181,2/22/2016 17:07,b Writers Say Zombieland Sequel Still In The Works,pos,8
293,305,305,2/22/2016 14:03,b Wrote a love letter to Take a minute to read this,pos,1
64,76,76,2/22/2016 20:28,b You know what humor reminds me of SpaceBalls and I F in LOVE SpaceBalls,pos,4
